,Pesos,Condutância
4224,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.78 0.00
4225,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.73 0.00
4226,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.67 0.00
4227,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.61 0.00
4228,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.56 0.00
4229,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.51 0.00
4230,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.46 0.00
4231,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.42 0.00
4232,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.37 0.00
4233,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.34 0.00
4234,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.30 0.00
4235,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.27 0.00
4236,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.24 0.00
4237,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.21 0.00
4238,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.19 0.00
4239,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.17 0.00
4240,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.15 0.00
4241,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.13 0.00
4242,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.12 0.00
4243,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.10 0.00
4244,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.09 0.00
4245,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.08 0.00
4246,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.07 0.00
4247,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.06 0.00
4248,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.06 0.00
4249,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.05 0.00
4250,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.36 0.00
4251,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.62 0.00
4252,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.80 0.00
4253,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.91 0.00
4254,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.36 0.00
4255,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.62 0.00
4256,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.80 0.00
4257,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.91 0.00
4258,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.97 0.00
4259,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.36 0.00
4260,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.62 0.00
4261,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.80 0.00
4262,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.91 0.00
4263,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.97 0.00
4264,-14.08 -14.90 -14.11 -14.89,0.00 0.00 1.00 0.00
4265,-14.08 -14.90 -14.11 -14.89,0.00 0.00 1.00 0.00
4266,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.97 0.00
4267,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.94 0.00
4268,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.89 0.00
4269,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.84 0.00
4270,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.78 0.00
4271,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.73 0.00
4272,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.67 0.00
4273,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.61 0.00
4274,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.56 0.00
4275,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.51 0.00
4276,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.46 0.00
4277,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.42 0.00
4278,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.37 0.00
4279,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.34 0.00
4280,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.30 0.00
4281,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.27 0.00
4282,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.24 0.00
4283,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.21 0.00
4284,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.19 0.00
4285,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.17 0.00
4286,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.15 0.00
4287,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.13 0.00
4288,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.12 0.00
4289,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.10 0.00
4290,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.09 0.00
4291,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.08 0.00
4292,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.07 0.00
4293,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.06 0.00
4294,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.06 0.00
4295,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.05 0.00
4296,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.04 0.00
4297,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.04 0.00
4298,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.03 0.00
4299,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.36 0.00
4300,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.62 0.00
4301,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.80 0.00
4302,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.91 0.00
4303,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.97 0.00
4304,-14.08 -14.90 -14.11 -14.89,0.00 0.38 1.00 0.00
4305,-14.08 -14.90 -14.11 -14.89,0.00 0.64 1.00 0.00
4306,-14.08 -14.90 -14.11 -14.89,0.00 0.82 0.97 0.00
4307,-14.08 -14.90 -14.11 -14.89,0.00 0.38 0.94 0.00
4308,-14.08 -14.90 -14.11 -14.89,0.00 0.64 0.89 0.00
4309,-14.08 -14.90 -14.11 -14.89,0.00 0.82 0.84 0.00
4310,-14.08 -14.90 -14.11 -14.89,0.00 0.92 0.78 0.00
4311,-14.08 -14.90 -14.11 -14.89,0.00 0.38 0.73 0.00
4312,-14.08 -14.90 -14.11 -14.89,0.00 0.64 0.67 0.00
4313,-14.08 -14.90 -14.11 -14.89,0.00 0.82 0.61 0.00
4314,-14.08 -14.90 -14.11 -14.89,0.00 0.92 0.56 0.00
4315,-14.08 -14.90 -14.11 -14.89,0.00 0.98 0.51 0.00
4316,-14.08 -14.90 -14.11 -14.89,0.00 0.38 0.46 0.00
4317,-14.08 -14.90 -14.11 -14.89,0.00 0.64 0.42 0.00
4318,-14.08 -14.90 -14.11 -14.89,0.00 0.82 0.37 0.00
4319,-14.08 -14.90 -14.11 -14.89,0.00 0.92 0.34 0.00
4320,-14.08 -14.90 -14.11 -14.89,0.00 0.98 0.30 0.00
4321,-14.08 -14.90 -14.11 -14.89,0.00 1.00 0.27 0.00
4322,-14.08 -14.90 -14.11 -14.89,0.00 0.99 0.24 0.00
4323,-14.08 -14.90 -14.11 -14.89,0.00 0.96 0.21 0.00
4324,-14.08 -14.90 -14.11 -14.89,0.00 0.92 0.19 0.00
4325,-14.08 -14.90 -14.11 -14.89,0.00 0.87 0.17 0.00
4326,-14.08 -14.90 -14.11 -14.89,0.00 0.81 0.15 0.00
4327,-14.08 -14.90 -14.11 -14.89,0.00 0.75 0.13 0.00
4328,-14.08 -14.90 -14.11 -14.89,0.00 0.69 0.12 0.00
4329,-14.08 -14.90 -14.11 -14.89,0.00 0.63 0.10 0.00
4330,-14.08 -14.90 -14.11 -14.89,0.00 0.58 0.09 0.00
4331,-14.08 -14.90 -14.11 -14.89,0.00 0.52 0.08 0.00
4332,-14.08 -14.90 -14.11 -14.89,0.00 0.47 0.07 0.00
4333,-14.08 -14.90 -14.11 -14.89,0.00 0.42 0.06 0.00
4334,-14.08 -14.90 -14.11 -14.89,0.00 0.38 0.06 0.00
4335,-14.08 -14.90 -14.11 -14.89,0.00 0.34 0.05 0.00
4336,-14.08 -14.90 -14.11 -14.89,0.00 0.30 0.04 0.00
4337,-14.08 -14.90 -14.11 -14.89,0.00 0.27 0.04 0.00
4338,-14.08 -14.90 -14.11 -14.89,0.00 0.24 0.03 0.00
4339,-14.08 -14.90 -14.11 -14.89,0.00 0.21 0.03 0.00
4340,-14.08 -14.90 -14.11 -14.89,0.00 0.19 0.03 0.00
4341,-14.08 -14.90 -14.11 -14.89,0.00 0.17 0.02 0.00
4342,-14.08 -14.90 -14.11 -14.89,0.00 0.15 0.02 0.00
4343,-14.08 -14.90 -14.11 -14.89,0.00 0.13 0.02 0.00
4344,-14.08 -14.90 -14.11 -14.89,0.00 0.11 0.01 0.00
4345,-14.08 -14.90 -14.11 -14.89,0.00 0.10 0.01 0.00
4346,-14.08 -14.90 -14.11 -14.89,0.00 0.09 0.01 0.00
4347,-14.08 -14.90 -14.11 -14.89,0.00 0.08 0.01 0.00
4348,-14.08 -14.90 -14.11 -14.89,0.00 0.07 0.01 0.00
4349,-14.08 -14.90 -14.11 -14.89,0.00 0.06 0.01 0.00
4350,-14.08 -14.90 -14.11 -14.89,0.00 0.05 0.01 0.00
4351,-14.08 -14.90 -14.11 -14.89,0.00 0.05 0.01 0.00
4352,-14.08 -14.90 -14.11 -14.89,0.00 0.04 0.01 0.00
4353,-14.08 -14.90 -14.11 -14.89,0.00 0.03 0.00 0.00
4354,-14.08 -14.90 -14.11 -14.89,0.00 0.03 0.00 0.00
4355,-14.08 -14.90 -14.11 -14.89,0.00 0.03 0.00 0.00
4356,-14.08 -14.90 -14.11 -14.89,0.00 0.02 0.00 0.00
4357,-14.08 -14.90 -14.11 -14.89,0.00 0.02 0.00 0.00
4358,-14.08 -14.90 -14.11 -14.89,0.00 0.38 0.00 0.00
4359,-14.08 -14.90 -14.11 -14.89,0.00 0.64 0.00 0.00
4360,-14.08 -14.90 -14.11 -14.89,0.00 0.82 0.00 0.00
4361,-14.08 -14.90 -14.11 -14.89,0.00 0.92 0.00 0.00
4362,-14.08 -14.90 -14.11 -14.89,0.00 0.38 0.00 0.00
4363,-14.08 -14.90 -14.11 -14.89,0.00 0.64 0.00 0.00
4364,-14.08 -14.90 -14.11 -14.89,0.00 0.82 0.00 0.00
4365,-14.08 -14.90 -14.11 -14.89,0.00 0.92 0.00 0.00
4366,-14.08 -14.90 -14.11 -14.89,0.00 0.98 0.00 0.00
4367,-14.08 -14.90 -14.11 -14.89,0.00 0.38 0.00 0.00
4368,-14.08 -14.90 -14.11 -14.89,0.00 0.64 0.00 0.00
4369,-14.08 -14.90 -14.11 -14.89,0.00 0.82 0.00 0.00
4370,-14.08 -14.90 -14.11 -14.89,0.00 0.92 0.00 0.00
4371,-14.08 -14.90 -14.11 -14.89,0.00 0.98 0.00 0.00
4372,-14.08 -14.90 -14.11 -14.89,0.00 1.00 0.00 0.00
4373,-14.08 -14.90 -14.11 -14.89,0.00 0.99 0.00 0.00
4374,-14.08 -14.90 -14.11 -14.89,0.00 0.96 0.00 0.00
4375,-14.08 -14.90 -14.11 -14.89,0.00 0.92 0.00 0.00
4376,-14.08 -14.90 -14.11 -14.89,0.00 0.87 0.00 0.00
4377,-14.08 -14.90 -14.11 -14.89,0.00 0.81 0.00 0.00
4378,-14.08 -14.90 -14.11 -14.89,0.00 0.75 0.00 0.00
4379,-14.08 -14.90 -14.11 -14.89,0.00 0.69 0.00 0.00
4380,-14.08 -14.90 -14.11 -14.89,0.00 0.63 0.00 0.00
4381,-14.08 -14.90 -14.11 -14.89,0.00 0.58 0.00 0.00
4382,-14.08 -14.90 -14.11 -14.89,0.00 0.52 0.00 0.00
4383,-14.08 -14.90 -14.11 -14.89,0.00 0.47 0.00 0.00
4384,-14.08 -14.90 -14.11 -14.89,0.00 0.42 0.00 0.00
4385,-14.08 -14.90 -14.11 -14.89,0.00 0.38 0.00 0.00
4386,-14.08 -14.90 -14.11 -14.89,0.00 0.34 0.00 0.00
4387,-14.08 -14.90 -14.11 -14.89,0.00 0.30 0.00 0.00
4388,-14.08 -14.90 -14.11 -14.89,0.00 0.27 0.00 0.00
4389,-14.08 -14.90 -14.11 -14.89,0.00 0.24 0.00 0.00
4390,-14.08 -14.90 -14.11 -14.89,0.00 0.21 0.00 0.00
4391,-14.08 -14.90 -14.11 -14.89,0.00 0.19 0.00 0.00
4392,-14.08 -14.90 -14.11 -14.89,0.00 0.17 0.00 0.00
4393,-14.08 -14.90 -14.11 -14.89,0.00 0.15 0.00 0.00
4394,-14.08 -14.90 -14.11 -14.89,0.00 0.13 0.00 0.00
4395,-14.08 -14.90 -14.11 -14.89,0.00 0.11 0.00 0.00
4396,-14.08 -14.90 -14.11 -14.89,0.00 0.10 0.00 0.00
4397,-14.08 -14.90 -14.11 -14.89,0.00 0.09 0.00 0.00
4398,-14.08 -14.90 -14.11 -14.89,0.00 0.08 0.00 0.00
4399,-14.08 -14.90 -14.11 -14.89,0.00 0.07 0.00 0.00
4400,-14.08 -14.90 -14.11 -14.89,0.00 0.06 0.00 0.00
4401,-14.08 -14.90 -14.11 -14.89,0.00 0.05 0.00 0.00
4402,-14.08 -14.90 -14.11 -14.89,0.00 0.05 0.00 0.00
4403,-14.08 -14.90 -14.11 -14.89,0.00 0.04 0.00 0.00
4404,-14.08 -14.90 -14.11 -14.89,0.00 0.03 0.00 0.38
4405,-14.08 -14.90 -14.11 -14.89,0.00 0.03 0.00 0.64
4406,-14.08 -14.90 -14.11 -14.89,0.00 0.03 0.00 0.82
4407,-14.08 -14.90 -14.11 -14.89,0.00 0.02 0.00 0.92
4408,-14.08 -14.90 -14.11 -14.89,0.00 0.02 0.00 0.38
4409,-14.08 -14.90 -14.11 -14.89,0.00 0.02 0.00 0.64
4410,-14.08 -14.90 -14.11 -14.89,0.00 0.01 0.00 0.82
4411,-14.08 -14.90 -14.11 -14.89,0.00 0.01 0.00 0.92
4412,-14.08 -14.90 -14.11 -14.89,0.00 0.01 0.00 0.98
4413,-14.08 -14.90 -14.11 -14.89,0.00 0.01 0.00 0.38
4414,-14.08 -14.90 -14.11 -14.89,0.00 0.01 0.00 0.64
4415,-14.08 -14.90 -14.11 -14.89,0.00 0.01 0.00 0.82
4416,-14.08 -14.90 -14.11 -14.89,0.00 0.01 0.00 0.92
4417,-14.08 -14.90 -14.11 -14.89,0.00 0.01 0.00 0.98
4418,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 1.00
4419,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.99
4420,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.96
4421,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.92
4422,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.87
4423,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.81
4424,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.75
4425,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.69
4426,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.63
4427,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.58
4428,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.52
4429,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.47
4430,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.42
4431,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.38
4432,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.34
4433,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.30
4434,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.27
4435,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.24
4436,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.21
4437,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.19
4438,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.17
4439,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.15
4440,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.13
4441,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.11
4442,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.10
4443,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.09
4444,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.08
4445,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.07
4446,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.06
4447,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.05
4448,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.04
4449,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.04
4450,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.38
4451,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.64
4452,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.82
4453,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.92
4454,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.38
4455,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.64
4456,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.82
4457,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.92
4458,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.98
4459,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.38
4460,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.64
4461,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.82
4462,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.92
4463,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.98
4464,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 1.00
4465,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.99
4466,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.96
4467,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.92
4468,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.87
4469,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.81
4470,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.75
4471,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.69
4472,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.63
4473,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.58
4474,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.52
4475,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.47
4476,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.42
4477,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.38
4478,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.34
4479,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.30
4480,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.27
4481,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.24
4482,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.21
4483,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.19
4484,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.17
4485,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.15
4486,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.13
4487,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.11
4488,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.10
4489,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.09
4490,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.08
4491,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.07
4492,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.06
4493,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.05
4494,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.04
4495,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.04
4496,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.03
4497,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.03
4498,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.38
4499,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.64
4500,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.82
4501,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.92
4502,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 0.98
4503,-14.08 -14.90 -14.11 -14.89,0.00 0.00 0.00 1.00
4504,-14.08 -14.90 -14.11 -14.89,0.36 0.00 0.00 0.38
4505,-14.08 -14.90 -14.11 -14.89,0.62 0.00 0.00 0.64
4506,-14.08 -14.90 -14.11 -14.89,0.80 0.00 0.00 0.82
4507,-14.08 -14.90 -14.11 -14.89,0.91 0.00 0.00 0.92
4508,-14.08 -14.90 -14.11 -14.89,0.36 0.00 0.00 0.98
4509,-14.08 -14.90 -14.11 -14.89,0.62 0.00 0.00 1.00
4510,-14.08 -14.90 -14.11 -14.89,0.80 0.00 0.00 0.99
4511,-14.08 -14.90 -14.11 -14.89,0.91 0.00 0.00 0.96
4512,-14.08 -14.90 -14.11 -14.89,0.97 0.00 0.00 0.92
4513,-14.08 -14.90 -14.11 -14.89,0.36 0.00 0.00 0.87
4514,-14.08 -14.90 -14.11 -14.89,0.62 0.00 0.00 0.81
4515,-14.08 -14.90 -14.11 -14.89,0.80 0.00 0.00 0.75
4516,-14.08 -14.90 -14.11 -14.89,0.91 0.00 0.00 0.69
4517,-14.08 -14.90 -14.11 -14.89,0.97 0.00 0.00 0.63
4518,-14.08 -14.90 -14.11 -14.89,1.00 0.00 0.00 0.58
4519,-14.08 -14.90 -14.11 -14.89,1.00 0.00 0.00 0.52
4520,-14.08 -14.90 -14.11 -14.89,0.97 0.00 0.00 0.47
4521,-14.08 -14.90 -14.11 -14.89,0.94 0.00 0.00 0.42
4522,-14.08 -14.90 -14.11 -14.89,0.89 0.00 0.00 0.38
4523,-14.08 -14.90 -14.11 -14.89,0.84 0.00 0.00 0.34
4524,-14.08 -14.90 -14.11 -14.89,0.78 0.00 0.00 0.30
4525,-14.08 -14.90 -14.11 -14.89,0.73 0.00 0.00 0.27
4526,-14.08 -14.90 -14.11 -14.89,0.67 0.00 0.00 0.24
4527,-14.08 -14.90 -14.11 -14.89,0.61 0.00 0.00 0.21
4528,-14.08 -14.90 -14.11 -14.89,0.56 0.00 0.00 0.19
4529,-14.08 -14.90 -14.11 -14.89,0.51 0.00 0.00 0.17
4530,-14.08 -14.90 -14.11 -14.89,0.46 0.00 0.00 0.15
4531,-14.08 -14.90 -14.11 -14.89,0.42 0.00 0.00 0.13
4532,-14.08 -14.90 -14.11 -14.89,0.37 0.00 0.00 0.11
4533,-14.08 -14.90 -14.11 -14.89,0.34 0.00 0.00 0.10
4534,-14.08 -14.90 -14.11 -14.89,0.30 0.00 0.00 0.09
4535,-14.08 -14.90 -14.11 -14.89,0.27 0.00 0.00 0.08
4536,-14.08 -14.90 -14.11 -14.89,0.24 0.00 0.00 0.07
4537,-14.08 -14.90 -14.11 -14.89,0.21 0.00 0.00 0.06
4538,-14.08 -14.90 -14.11 -14.89,0.19 0.00 0.00 0.05
4539,-14.08 -14.90 -14.11 -14.89,0.17 0.00 0.00 0.04
4540,-14.08 -14.90 -14.11 -14.89,0.15 0.00 0.00 0.04
4541,-14.08 -14.90 -14.11 -14.89,0.13 0.00 0.00 0.03
4542,-14.08 -14.90 -14.11 -14.89,0.12 0.00 0.00 0.03
4543,-14.08 -14.90 -14.11 -14.89,0.10 0.00 0.00 0.03
4544,-14.08 -14.90 -14.11 -14.89,0.09 0.00 0.00 0.02
4545,-14.08 -14.90 -14.11 -14.89,0.08 0.00 0.00 0.02
4546,-14.08 -14.90 -14.11 -14.89,0.07 0.00 0.00 0.02
4547,-14.08 -14.90 -14.11 -14.89,0.06 0.00 0.00 0.01
4548,-14.08 -14.90 -14.11 -14.89,0.06 0.00 0.00 0.01
4549,-14.08 -14.90 -14.11 -14.89,0.05 0.00 0.00 0.01
4550,-14.08 -14.90 -14.11 -14.89,0.36 0.00 0.00 0.01
4551,-14.08 -14.90 -14.11 -14.89,0.62 0.00 0.00 0.01
4552,-14.08 -14.90 -14.11 -14.89,0.80 0.00 0.00 0.01
4553,-14.08 -14.90 -14.11 -14.89,0.91 0.00 0.00 0.01
4554,-14.08 -14.90 -14.11 -14.89,0.36 0.00 0.00 0.01
4555,-14.08 -14.90 -14.11 -14.89,0.62 0.00 0.00 0.00
4556,-14.08 -14.90 -14.11 -14.89,0.80 0.00 0.00 0.00
4557,-14.08 -14.90 -14.11 -14.89,0.91 0.00 0.00 0.00
4558,-14.08 -14.90 -14.11 -14.89,0.97 0.00 0.00 0.00
4559,-14.08 -14.90 -14.11 -14.89,0.36 0.00 0.00 0.00
4560,-14.08 -14.90 -14.11 -14.89,0.62 0.00 0.00 0.00
4561,-14.08 -14.90 -14.11 -14.89,0.80 0.00 0.00 0.00
4562,-14.08 -14.90 -14.11 -14.89,0.91 0.00 0.00 0.00
4563,-14.08 -14.90 -14.11 -14.89,0.97 0.00 0.00 0.00
4564,-14.08 -14.90 -14.11 -14.89,1.00 0.00 0.00 0.00
4565,-14.08 -14.90 -14.11 -14.89,1.00 0.00 0.00 0.00
4566,-14.08 -14.90 -14.11 -14.89,0.97 0.00 0.00 0.00
4567,-14.08 -14.90 -14.11 -14.89,0.94 0.00 0.00 0.00
4568,-14.08 -14.90 -14.11 -14.89,0.89 0.00 0.00 0.00
4569,-14.08 -14.90 -14.11 -14.89,0.84 0.00 0.00 0.00
4570,-14.08 -14.90 -14.11 -14.89,0.78 0.00 0.00 0.00
4571,-14.08 -14.90 -14.11 -14.89,0.73 0.00 0.00 0.00
4572,-14.08 -14.90 -14.11 -14.89,0.67 0.00 0.00 0.00
4573,-14.08 -14.90 -14.11 -14.89,0.61 0.00 0.00 0.00
4574,-14.08 -14.90 -14.11 -14.89,0.56 0.00 0.00 0.00
4575,-14.08 -14.90 -14.11 -14.89,0.51 0.00 0.00 0.00
4576,-14.08 -14.90 -14.11 -14.89,0.46 0.00 0.00 0.00
4577,-14.08 -14.90 -14.11 -14.89,0.42 0.00 0.00 0.00
4578,-14.08 -14.90 -14.11 -14.89,0.37 0.00 0.00 0.00
4579,-14.08 -14.90 -14.11 -14.89,0.34 0.00 0.00 0.00
4580,-14.08 -14.90 -14.11 -14.89,0.30 0.00 0.00 0.00
4581,-14.08 -14.90 -14.11 -14.89,0.27 0.00 0.00 0.00
